OBJECTID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area
1,060288,BELLFLOWER,52,CA,06,924981,0,359523,0,1284504,2021,0.176778492986408,0.0015575102445761
2,060324,BERKELEY,51,CA,06,2687305,233523,754813,0,3675641,2021,0.40575772681811,0.00282021625820164
3,061470,GLENDORA CITY,52,CA,06,310175,0,0,0,310175,2021,0.547751430592697,0.00495143917518942
4,061566,HANFORD,51,CA,06,550412,0,0,0,550412,2021,0.812431200507347,0.00443132517042879
5,061596,HAWTHORNE,52,CA,06,1245324,0,597818,0,1843142,2021,0.332286349322544,0.00153829859866286
6,061602,HAYWARD,51,CA,06,1566255,0,0,0,1566255,2021,1.21016018414896,0.0119001747525337
7,061638,HESPERIA,52,CA,06,978186,0,0,0,978186,2021,1.3610552812317,0.0185888134840758
8,061692,HUNTINGTON BEACH,52,CA,06,1238214,0,618233,0,1856447,2021,0.673382775953168,0.00697404162524182
9,061728,INDIO CITY,52,CA,06,861993,0,0,0,861993,2021,0.825652357724657,0.00915656584364332
10,062622,OXNARD,51,CA,06,2479207,219551,764831,0,3463589,2021,0.969038517339612,0.00688631409002112
11,062658,PALMDALE,52,CA,06,1519174,0,577747,0,2096921,2021,2.1027049611305,0.027032514598583
12,062670,PALM DESERT,52,CA,06,418663,0,0,0,418663,2021,0.619394098043472,0.00680737806512223
13,062676,PALM SPRINGS,52,CA,06,425116,0,0,0,425116,2021,1.43754320454263,0.0238175998236116
14,050894,FAYETTEVILLE,51,AR,05,737911,0,0,0,737911,2021,1.57523154824886,0.0143347935242434
15,051302,HOT SPRINGS,51,AR,05,439471,0,0,0,439471,2021,1.51530500571488,0.00928959801326931
16,051374,JACKSONVILLE,52,AR,05,204794,0,0,0,204794,2021,0.746078470718685,0.00734493032402572
17,051560,LITTLE ROCK,51,AR,05,1531059,0,738126,626624,2895809,2021,1.77259415703613,0.0308513065270948
18,051938,NORTH LITTLE ROCK,51,AR,05,676662,0,331627,0,1008289,2021,2.65660248653049,0.0145147152804076
19,052304,ROGERS,51,AR,05,455391,0,0,0,455391,2021,1.01356310519931,0.00991633139440563
20,052466,SPRINGDALE,51,AR,05,793071,0,0,0,793071,2021,1.36400087831351,0.0120197298562825
21,052556,TEXARKANA,52,AR,05,317591,0,0,0,317591,2021,0.956865593002044,0.0105054412693407
22,059999,AR NONENTITLEMENT,21,AR,05,18585017,2261347,10125629,1030952,32002945,2021,40.2910396355887,13.404852541751
23,049019,PIMA COUNTY,61,AZ,04,2956649,253427,0,0,3210076,2021,11.5339401718771,2.21465380061181
24,049021,PINAL COUNTY,61,AZ,04,1807410,156877,612860,0,2577147,2021,11.1011019117513,1.28787636448276
25,049999,AZ NONENTITLEMENT,21,AZ,04,9799245,1552059,5884026,442224,17677554,2021,44.7343004130507,22.9302526960101
26,060030,ALHAMBRA,52,CA,06,967943,0,569254,0,1537197,2021,0.207493992240623,0.0019307249534916
27,060078,ANAHEIM,51,CA,06,4316587,367817,1511156,2841127,9036687,2021,1.38287833439224,0.0130102768719648
28,060102,ANTIOCH,52,CA,06,853905,0,0,0,853905,2021,0.671677993065009,0.00822977819032716
29,060108,APPLE VALLEY,52,CA,06,609694,0,804001,0,1413695,2021,0.767445278956065,0.0187909415625076
30,060234,BALDWIN PARK,52,CA,06,928982,0,311628,0,1240610,2021,0.266433450892552,0.00171666019035529
31,063342,SANTA ANA,51,CA,06,5558720,489141,1706231,0,7754092,2021,0.657537306663962,0.00688758290637445
32,063348,SANTA BARBARA,51,CA,06,896247,0,513817,0,1410064,2021,0.849135495000941,0.00497807178434592
33,063354,SANTA CLARA,51,CA,06,1059092,0,443011,0,1502103,2021,0.47263551680597,0.00483994284738525
34,063356,SANTA CLARITA,52,CA,06,1473141,0,527899,0,2001040,2021,1.2651266261207,0.0134042450237913
35,063360,SANTA CRUZ,51,CA,06,618240,0,396141,0,1014381,2021,0.531911581704891,0.00335569893486293
36,063372,SANTA MARIA,51,CA,06,1607491,0,0,0,1607491,2021,0.708484524771733,0.00597814787107068
37,069077,SAN JOAQUIN COUNTY,61,CA,06,2814679,235522,1157748,0,4207949,2021,6.29288856634455,0.355920501958984
38,010144,AUBURN,51,AL,01,676129,0,0,0,676129,2021,3.23914243812892,0.0151887881448862
39,010216,BESSEMER,52,AL,01,590045,0,0,0,590045,2021,2.20575864738364,0.0106353089333361
40,010228,BIRMINGHAM,51,AL,01,5966146,509160,1400013,1541007,9416326,2021,7.29909414360289,0.0372947392574113
41,010810,FLORENCE,51,AL,01,328579,0,0,0,328579,2021,1.18803169611996,0.00668869619700015
42,010882,GADSDEN,51,AL,01,1032357,0,0,0,1032357,2021,1.83190714592256,0.0100008442284581
43,011218,HUNTSVILLE,51,AL,01,1413368,0,746709,0,2160077,2021,9.99098038869748,0.0531350602101249
44,011740,OPELIKA,51,AL,01,292864,0,0,0,292864,2021,1.66850202064917,0.0150649082296991
45,012268,TUSCALOOSA,51,AL,01,832177,0,474854,0,1307031,2021,7.01958158503115,0.0265871748830224
46,019097,MOBILE COUNTY,61,AL,01,1688637,0,604335,0,2292972,2021,5.17107763694414,0.26974529557437
47,020078,ANCHORAGE,51,AK,02,1920174,155133,748644,0,2823951,2021,5.06020966427563,0.748158041463637
48,029999,AK NONENTITLEMENT,21,AK,02,3299825,269217,3000000,0,6569042,2021,845.554189105677,278.740183853232
49,040072,CHANDLER,52,AZ,04,1447060,0,0,0,1447060,2021,2.21717017535808,0.0160308275865401
50,040114,DOUGLAS CITY,51,AZ,04,172222,0,0,0,172222,2021,0.524254803729888,0.00244689181794206
51,040144,FLAGSTAFF,51,AZ,04,571367,0,0,0,571367,2021,2.05090408217121,0.0144326866370491
52,040186,GLENDALE,51,AZ,04,2423635,211275,0,0,2634910,2021,2.08549021259297,0.0152774465475032
53,040270,MESA,51,AZ,04,4224481,346781,1546684,0,6117946,2021,3.12988272553639,0.0344209719303567
54,040348,PRESCOTT,51,AZ,04,248199,0,0,0,248199,2021,1.7475035043302,0.0117374079567214
55,040384,SCOTTSDALE,51,AZ,04,1214914,0,0,0,1214914,2021,1.79962692639266,0.0466397921006882
56,040456,SURPRISE CITY,52,AZ,04,656411,0,0,0,656411,2021,2.0136495704006,0.0274626158935253
57,040492,TUCSON,51,AZ,04,5649138,477821,3523477,842153,10492589,2021,4.09646752680648,0.0589482525215665
58,049013,MARICOPA COUNTY,61,AZ,04,2848640,273474,4623380,0,7745494,2021,28.4830851044616,1.90716621110579
59,019073,JEFFERSON COUNTY,61,AL,01,2474220,205915,992574,0,3672709,2021,14.9512398290778,0.244277419491703
60,060804,COMPTON,52,CA,06,1457238,0,548751,0,2005989,2021,0.538289942938531,0.0025537477457713
61,060810,CONCORD,52,CA,06,1061804,0,0,0,1061804,2021,0.64302007520143,0.00815552898852336
62,060828,CORONA,51,CA,06,1191991,0,497089,0,1689080,2021,1.58742055508838,0.0155945618663567
63,060846,COSTA MESA,51,CA,06,1121215,0,501749,0,1622964,2021,0.395935770071715,0.00393224914218645
64,060906,CUPERTINO CITY,51,CA,06,406806,0,0,0,406806,2021,0.678271050141578,0.004004993955943
65,060930,DALY CITY,52,CA,06,1061523,0,389735,0,1451258,2021,0.486565004820862,0.00197969281387166
66,050600,CONWAY,51,AR,05,481323,0,0,0,481323,2021,1.67932909520255,0.0124705847169905
67,060942,DAVIS,52,CA,06,775051,0,378741,0,1153792,2021,0.35727421983515,0.00265505873619823
68,060960,DELANO CITY,52,CA,06,571199,0,0,0,571199,2021,0.636234198453018,0.00370558953336327
69,060456,BURBANK,51,CA,06,1045332,0,523310,0,1568642,2021,0.30976491116556,0.00440204183040495
70,060564,CARLSBAD,51,CA,06,519499,0,0,0,519499,2021,0.736419858593964,0.0095527638889616
71,060012,ALAMEDA,52,CA,06,1141479,0,0,0,1141479,2021,0.527852473461669,0.00283291338539889
72,040018,AVONDALE CITY,52,AZ,04,745967,0,0,0,745967,2021,1.52828118725893,0.0111185142497393
73,060708,CHINO,51,CA,06,586237,0,0,0,586237,2021,0.629551154394021,0.00749296016414741
74,010072,ANNISTON,51,AL,01,554863,0,401706,0,956569,2021,1.34400763458632,0.0115134676750252
75,010594,DECATUR,51,AL,01,489040,0,0,0,489040,2021,2.81145931033715,0.0157645004823628
76,061146,ELK GROVE,52,CA,06,932936,0,0,0,932936,2021,0.689732712373607,0.0112846351559351
77,061152,EL MONTE,52,CA,06,1736466,149236,665797,0,2551499,2021,0.322466259350344,0.00244052912373358
78,060594,CARSON,51,CA,06,782188,0,0,0,782188,2021,0.378162946133337,0.00478503262777079
79,060684,CHICO,51,CA,06,909886,0,532834,0,1442720,2021,1.22493307848825,0.00900171873295015
80,060709,CHINO HILLS,52,CA,06,449286,0,0,0,449286,2021,0.518268990288432,0.01130348456056
81,060720,CHULA VISTA,52,CA,06,2343819,208134,866302,0,3418255,2021,1.00093473744764,0.0124089973470106
82,060756,CLOVIS CITY,52,CA,06,737871,0,0,0,737871,2021,0.705900493307592,0.00643008865647814
83,062046,LODI,51,CA,06,659204,0,0,0,659204,2021,0.459702821212236,0.00369307680072175
84,062088,LONG BEACH,51,CA,06,5806569,524632,2825606,0,9156807,2021,1.65157824386794,0.0129134291427766
85,062118,LOS ANGELES,51,CA,06,53161351,4633822,27561363,20734278,106090814,2021,5.44052331771041,0.119725952209334
86,062148,LYNWOOD,52,CA,06,1063164,0,542802,0,1605966,2021,0.218042660327185,0.00122220481126204
87,062166,MADERA,51,CA,06,935259,0,0,0,935259,2021,0.544969973892194,0.00413785348054765
88,062240,MENIFEE,52,CA,06,520026,0,0,0,520026,2021,0.679822434022068,0.0117414897529159
89,062250,MERCED,51,CA,06,1116224,0,548734,0,1664958,2021,1.07311905106193,0.00613764337162263
90,062274,MILPITAS CITY,51,CA,06,673059,0,0,0,673059,2021,0.500251308113032,0.0035977775148814
91,062286,MISSION VIEJO,52,CA,06,383901,0,0,0,383901,2021,0.450913275058229,0.00442740454013831
92,062292,MODESTO,51,CA,06,1861885,162119,940800,0,2964804,2021,1.65034376103627,0.0124783276660922
93,062328,MONTEBELLO,52,CA,06,677295,0,300695,0,977990,2021,0.303135931508661,0.0021164461425496
94,062334,MONTEREY,52,CA,06,259829,0,0,0,259829,2021,0.687986284627489,0.00234252664891606
95,062367,MORENO VALLEY,52,CA,06,2016116,173604,669754,0,2859474,2021,0.79271531933942,0.0129985530985735
96,062382,MOUNTAIN VIEW,51,CA,06,600917,0,271350,0,872267,2021,0.45373060190375,0.00319478545831598
97,062406,NAPA CITY,51,CA,06,637430,0,0,0,637430,2021,1.10695701025877,0.00492141492208496
98,062412,NATIONAL CITY,52,CA,06,733391,0,328323,0,1061714,2021,0.41809121980239,0.00182759983841684
99,062454,NEWPORT BEACH,51,CA,06,385974,0,0,0,385974,2021,0.59117981781969,0.0065792387130863
100,061380,FOUNTAIN VALLEY,51,CA,06,343968,0,0,0,343968,2021,0.22686739251248,0.00228593713797421
101,061404,FREMONT,52,CA,06,1758063,0,0,0,1758063,2021,1.39182725151397,0.0204017905255506
102,061416,FULLERTON,52,CA,06,1345723,0,539238,0,1884961,2021,0.514434422311304,0.00567172234107461
103,061428,GARDENA,51,CA,06,628378,0,287302,0,915680,2021,0.193998803447217,0.00148060724810022
104,061440,GARDEN GROVE,52,CA,06,2001165,173143,838015,0,3012323,2021,0.671072633110379,0.00456261586585521
105,061452,GILROY CITY,52,CA,06,439371,0,0,0,439371,2021,0.580715751849701,0.00423634344239689
106,061464,GLENDALE,51,CA,06,1894069,170350,1409741,0,3474160,2021,0.568715768588069,0.00774252201881149
107,063480,SIMI VALLEY,52,CA,06,638692,0,0,0,638692,2021,0.874644025810175,0.0107092683180934
108,063528,SOUTH GATE,52,CA,06,1453467,0,713127,0,2166594,2021,0.31640265774315,0.00185725067901914
109,063564,SOUTH SAN FRANCISCO,51,CA,06,500685,0,0,0,500685,2021,0.479313528782961,0.00246287177399083
110,063624,STOCKTON,51,CA,06,3339652,292379,1760529,0,5392560,2021,2.24818180726154,0.0171926747696101
111,063660,SUNNYVALE,51,CA,06,1183126,0,415138,0,1598264,2021,0.541180340779892,0.00578928817551364
112,063712,TEMECULA,51,CA,06,555982,0,0,0,555982,2021,0.748272994895322,0.00938712881863038
113,063732,THOUSAND OAKS,51,CA,06,573100,0,0,0,573100,2021,1.24360989186451,0.0141094795249311
114,063768,TULARE,52,CA,06,691786,0,0,0,691786,2021,0.638165908179706,0.00565186845287297
115,062682,PALO ALTO,51,CA,06,528961,0,0,0,528961,2021,0.977811040776071,0.006298401902642
116,062700,PARADISE,52,CA,06,122276,0,0,0,122276,2021,0.319279013887694,0.00498743563922409
117,062724,PASADENA,51,CA,06,2114633,178688,839445,0,3132766,2021,0.852155419750853,0.00585633657403673
118,062826,PLEASANTON CITY,51,CA,06,362689,0,0,0,362689,2021,0.895749481727601,0.0064424795737504
119,062930,RANCHO CUCAMONGA,52,CA,06,1054780,0,0,0,1054780,2021,0.54360177574327,0.0101047684518075
120,080390,DENVER,51,CO,08,6642370,581685,2985485,2882065,13091605,2021,2.80408379328648,0.042106270103563
121,080978,LONGMONT,52,CO,08,550565,0,0,0,550565,2021,1.51829641500719,0.00763966938284064
122,061740,INGLEWOOD,52,CA,06,1329217,0,857695,0,2186912,2021,0.273184350065812,0.00229687448200115
123,061750,IRVINE,51,CA,06,2278379,181953,972418,0,3432750,2021,0.893854460224775,0.0165684175395979
124,061783,JURUPA VALLEY,52,CA,06,1157789,0,0,0,1157789,2021,0.647713053341142,0.0107080212104963
125,061854,LAGUNA NIGUEL,52,CA,06,360927,0,0,0,360927,2021,0.490232770265016,0.0037102444324517
126,061860,LA HABRA,52,CA,06,636529,0,0,0,636529,2021,0.308008808854376,0.00185989862914773
127,061869,LAKE FOREST,52,CA,06,506145,0,0,0,506145,2021,0.384309729364941,0.00428124767747979
128,063258,SAN JOSE,51,CA,06,8761415,763052,3221675,1553405,14299547,2021,4.84433732571663,0.0471100515294523
129,063276,SAN LEANDRO,51,CA,06,763357,0,0,0,763357,2021,0.411908411901667,0.00349785312642991
130,063294,SAN MARCOS CITY,52,CA,06,795671,0,0,0,795671,2021,0.64934311582789,0.0061040275133786
131,063312,SAN MATEO,52,CA,06,759246,0,0,0,759246,2021,0.471519453410851,0.00328909839865428
132,069071,SAN BERNARDINO COUNTY,61,CA,06,7389880,633286,3508906,0,11532072,2021,16.3472522883373,4.99547389904646
133,069073,SAN DIEGO COUNTY,61,CA,06,4331925,363813,3280906,0,7976644,2021,11.5801840183005,0.907654245799657
134,080072,AURORA,51,CO,08,2768080,250674,1144967,0,4163721,2021,4.52848359802582,0.04190510305015
135,080228,CASTLE ROCK,52,CO,08,227578,0,0,0,227578,2021,1.97102497771726,0.00923942498950077
136,069079,SAN LUIS OBISPO COUNTY,61,CA,06,1841814,159441,909032,0,2910287,2021,6.55279739579663,0.852434726397478
137,069081,SAN MATEO COUNTY,61,CA,06,2655782,227700,1429306,0,4312788,2021,3.83717490702208,0.106933924297914
138,069085,SANTA CLARA COUNTY,61,CA,06,1568186,0,993289,0,2561475,2021,9.15474155737395,0.262394025579548
139,069097,SONOMA COUNTY,61,CA,06,1826132,160798,825404,0,2812334,2021,6.79106638497802,0.410488904012079
140,069099,STANISLAUS COUNTY,61,CA,06,2433519,212662,0,0,2646181,2021,6.09535330230159,0.382563221006045
141,069999,CA NONENTITLEMENT,21,CA,06,29464950,12634701,41801003,4466591,88367245,2021,71.9762451007017,23.2285810192129
142,080054,ARVADA,52,CO,08,449323,0,0,0,449323,2021,2.17356717072238,0.0106834358741783
143,080144,BOULDER,51,CO,08,832340,0,1174519,0,2006859,2021,1.83646433589381,0.00660503806367134
144,080180,BROOMFIELD CITY/COUNTY,51,CO,08,283012,0,0,0,283012,2021,1.32814344428856,0.00918478670522878
145,080288,COLORADO SPRINGS,51,CO,08,3168111,262634,1584300,0,5015045,2021,3.57007910891912,0.0554491217889807
146,080300,COMMERCE CITY,52,CO,08,425149,0,0,0,425149,2021,2.10771763280249,0.0102498420533943
147,080672,GRAND JUNCTION,51,CO,08,462738,0,0,0,462738,2021,4.38325592533807,0.0156960919207233
148,080690,GREELEY,51,CO,08,832431,0,409150,0,1241581,2021,1.98512078006064,0.0130628724410897
149,080906,LAKEWOOD,51,CO,08,885817,0,0,0,885817,2021,1.53184601330413,0.0119836242724906
150,080990,LOVELAND,52,CO,08,374149,0,0,0,374149,2021,2.31932573955559,0.0096744767129372
151,081278,PUEBLO,51,CO,08,1482287,0,852826,0,2335113,2021,3.43730871267879,0.0220226773567251
152,081524,THORNTON,52,CO,08,838632,0,0,0,838632,2021,2.25782348701138,0.010213676161465
153,089001,ADAMS COUNTY,61,CO,08,1452015,0,1061747,0,2513762,2021,10.162650604807,0.282975336908906
154,089041,EL PASO COUNTY,61,CO,08,1112477,0,0,0,1112477,2021,6.87582295282649,0.51684533944146
155,089059,JEFFERSON COUNTY,61,CO,08,1112257,0,989053,0,2101310,2021,6.29447015884591,0.182095847360054
156,089123,WELD COUNTY,61,CO,08,1041930,0,0,0,1041930,2021,9.78583639393628,1.09008068340159
157,090102,BRIDGEPORT,51,CT,09,3431248,291358,1288848,975223,5986677,2021,0.656168533552194,0.00456360846073492
158,091236,WEST HAVEN,52,CT,09,756530,0,0,0,756530,2021,0.332283529756518,0.00303384836753393
159,121874,MARCO ISLAND CITY,51,FL,12,80708,0,0,0,80708,2021,1.43189111413485,0.00323742797693555
160,122142,NORTH MIAMI,52,FL,12,788498,0,300531,0,1089029,2021,0.718026102647105,0.0020460153948064
161,122538,POMPANO BEACH,51,FL,12,1049966,0,452747,0,1502713,2021,0.42592680259443,0.00578795483779364
162,109003,NEW CASTLE COUNTY,61,DE,10,2421287,207012,1013204,0,3641503,2021,2.76400448065775,0.114491006524461
163,109999,DE NONENTITLEMENT,21,DE,10,2583695,237229,3000000,336185,6157109,2021,8.31562278097075,0.408152329989093
164,110006,DISTRICT OF COLUMBIA,51,DC,11,15391975,1320062,5574022,11174351,33460410,2021,1.16773287643913,0.0167420939643511
165,062490,NORWALK,52,CA,06,1219247,0,340237,0,1559484,2021,0.275827506202123,0.00246066180935476
166,062508,OAKLAND,51,CA,06,7637815,657139,3124987,3234468,14654409,2021,1.49889632412115,0.0156836427382363
167,062532,OCEANSIDE,52,CA,06,1355562,0,620399,0,1975961,2021,0.764444169020875,0.0105380008482306
168,062556,ONTARIO,51,CA,06,1882004,159018,748625,0,2789647,2021,0.545872964834939,0.0126443838776292
169,062568,ORANGE,51,CA,06,1146270,0,457125,0,1603395,2021,1.29543190654745,0.00647117267760219
170,061032,DOWNEY,52,CA,06,1054721,0,439988,0,1494709,2021,0.274708467447703,0.00317420805426756
171,061116,EL CAJON,52,CA,06,1294037,0,604049,0,1898086,2021,0.763870248287939,0.0036750602906743
172,061122,EL CENTRO,51,CA,06,558074,0,0,0,558074,2021,0.392535596239513,0.00285874779958976
173,062949,RANCHO SANTA MARGARITA,52,CA,06,201743,0,0,0,201743,2021,0.625595464516029,0.00327599928755659
174,062958,REDDING,51,CA,06,751806,0,441196,0,1193002,2021,1.5631359688152,0.0168495959862443
175,062970,REDONDO BEACH,52,CA,06,290479,0,0,0,290479,2021,0.33210973691895,0.00156201870200869
176,062976,REDWOOD CITY,51,CA,06,769420,0,329864,0,1099284,2021,0.767746386544622,0.0057234911804915
177,062988,RIALTO,52,CA,06,1248066,0,0,0,1248066,2021,0.750179925029194,0.00547691973687192
178,063048,RIVERSIDE,51,CA,06,3152360,271229,1196252,3606878,8226719,2021,1.06334615517284,0.020581487628823
179,063054,ROCKLIN CITY,52,CA,06,280198,0,0,0,280198,2021,0.452520295072826,0.00526301914807882
180,063102,ROSEMEAD,52,CA,06,738492,0,337512,0,1076004,2021,0.284324618379737,0.00130922017715466
181,063108,ROSEVILLE,51,CA,06,736721,0,0,0,736721,2021,0.883626907524251,0.0124438690485325
182,063144,SACRAMENTO,51,CA,06,4768858,416062,2517795,1626842,9329557,2021,1.62929224921285,0.026799509858452
183,063180,SAN BERNARDINO,51,CA,06,3259910,290457,1395707,0,4946074,2021,2.40608148220246,0.0181614695267034
184,063198,SAN CLEMENTE,52,CA,06,324749,0,0,0,324749,2021,0.492441754523786,0.00455672062737875
185,063210,SAN DIEGO,51,CA,06,12297444,1047275,5782329,5253183,24380231,2021,4.32313787878216,0.082064962572807
186,063228,SAN FRANCISCO,51,CA,06,18613021,1590749,5161731,7041373,32406874,2021,1.22589975538983,0.012552182099039
187,061212,ENCINITAS,52,CA,06,348376,0,0,0,348376,2021,0.490795952060321,0.00486643743267975
188,061230,ESCONDIDO,52,CA,06,1691588,155124,624351,0,2471063,2021,1.61855887503462,0.00934473222964076
189,061266,FAIRFIELD,51,CA,06,834203,0,0,0,834203,2021,1.3348934121661,0.0111350362672663
190,061332,FONTANA,52,CA,06,2099973,179056,726670,0,3005699,2021,0.798840887318542,0.0110569208926088
191,063804,TUSTIN,51,CA,06,804893,0,0,0,804893,2021,0.54586353322236,0.0028267848672182
192,063846,UNION CITY,52,CA,06,587411,0,0,0,587411,2021,0.556212133041139,0.00514509650191463
193,063852,UPLAND,52,CA,06,665442,0,0,0,665442,2021,0.287550148311636,0.00396096927697077
194,063858,VACAVILLE,52,CA,06,533880,0,0,0,533880,2021,0.859535661737214,0.00781746600901476
195,063876,VALLEJO,51,CA,06,1035455,0,610866,0,1646321,2021,0.965592145721831,0.00915991261811121
196,063888,SAN BUENAVENTURA,51,CA,06,718907,0,444985,0,1163892,2021,1.27202272894789,0.00546380553044608
197,063900,VICTORVILLE,51,CA,06,1426716,0,0,0,1426716,2021,1.1786369762392,0.0187850357102778
198,063918,VISALIA,51,CA,06,1270232,0,507520,0,1777752,2021,1.26161961949393,0.00992449088675153
199,063924,VISTA,52,CA,06,1097777,0,0,0,1097777,2021,0.788588227500451,0.00467749226279052
200,063942,WALNUT CREEK,51,CA,06,340873,0,0,0,340873,2021,0.952644471857075,0.0052383322000459
201,090696,NEW BRITAIN,52,CT,09,1742648,146468,612934,0,2502050,2021,0.247168744611129,0.00377122024519725
202,090726,NEW HAVEN,51,CT,09,3799445,324216,1338986,1133193,6595840,2021,0.556000250943602,0.00536317554405913
203,069083,SANTA BARBARA COUNTY,61,CA,06,1316757,0,1282323,0,2599080,2021,8.90238246986557,0.684618459740385
204,069111,VENTURA COUNTY,61,CA,06,1481826,0,1266319,0,2748145,2021,8.1130432163317,0.429379045685214
205,090114,BRISTOL,52,CT,09,653957,0,0,0,653957,2021,0.362774201930558,0.00750999144955659
206,090258,DANBURY,51,CT,09,655203,0,0,0,655203,2021,0.564865760741826,0.0125439593253197
207,061890,LAKEWOOD,52,CA,06,452230,0,0,0,452230,2021,0.378258316489678,0.00238825015169237
208,061896,LA MESA,52,CA,06,443694,0,0,0,443694,2021,0.416368510754896,0.00227155026684528
209,061914,LANCASTER,52,CA,06,1549389,0,676132,0,2225521,2021,2.07070298484348,0.0240908984181278
210,062034,LIVERMORE,52,CA,06,425813,0,0,0,425813,2021,0.966909019860424,0.00712576707279631
211,090816,NORWICH,51,CT,09,863591,0,0,0,863591,2021,0.48222419387633,0.00811123765890675
212,091074,STAMFORD,51,CT,09,970410,0,439578,0,1409988,2021,0.706153081162771,0.0106629731102408
213,091104,STRATFORD,51,CT,09,623060,0,0,0,623060,2021,0.5047115067909,0.00513124734160711
214,091194,WATERBURY,52,CT,09,2202825,190972,896277,0,3290074,2021,0.401801453065854,0.00809055605809614
215,099999,CT NONENTITLEMENT,21,CT,09,8305245,2233995,9692243,271901,20503384,2021,15.1550430240896,1.23118068470888
216,100090,DOVER,51,DE,10,311600,0,0,0,311600,2021,1.0007986353746,0.00632783137775554
217,100336,WILMINGTON,51,DE,10,2219037,189070,579619,824463,3812189,2021,0.487151405669324,0.0032281592396814
218,090738,NEW LONDON,51,CT,09,891976,0,0,0,891976,2021,0.288841916687212,0.00158153074371945
219,090810,NORWALK,51,CT,09,884474,0,0,0,884474,2021,0.884268233538443,0.00645392765283978
220,063966,WATSONVILLE,51,CA,06,798441,0,0,0,798441,2021,0.355852887110353,0.0017767021181688
221,064002,WEST COVINA,52,CA,06,815844,0,0,0,815844,2021,0.624029734393134,0.00406906366325934
222,064014,WESTMINSTER,52,CA,06,982459,0,445517,0,1427976,2021,0.497696492889249,0.00252953328860678
223,064050,WEST SACRAMENTO,52,CA,06,495243,0,0,0,495243,2021,0.357469599725561,0.00611536360593479
224,064074,WHITTIER,52,CA,06,719702,0,349465,0,1069167,2021,0.50196490860395,0.00370512814738062
225,064176,YUBA CITY,51,CA,06,631792,0,0,0,631792,2021,0.550366435941659,0.0041600038249788
226,069013,CONTRA COSTA COUNTY,61,CA,06,4665011,395606,3335864,0,8396481,2021,5.19285189176486,0.174602200934503
227,069019,FRESNO COUNTY,61,CA,06,3324071,258677,1366680,0,4949428,2021,13.8049394893649,1.52987063697666
228,069041,MARIN COUNTY,61,CA,06,1597998,0,800856,0,2398854,2021,4.09211041550003,0.139767665563772
229,069053,MONTEREY COUNTY,61,CA,06,1340488,0,0,0,1340488,2021,8.42272639089479,0.843800385383581
230,069059,ORANGE COUNTY,61,CA,06,3464473,224136,1384437,0,5073046,2021,7.37764179121514,0.0965027199263028
231,069067,SACRAMENTO COUNTY,61,CA,06,5944393,503167,3296441,0,9744001,2021,6.04023906144462,0.216736921932365
232,120684,DAVIE,52,FL,12,752643,0,0,0,752643,2021,0.786658540614342,0.00832319566170325
233,120690,DAYTONA BEACH,51,FL,12,621113,0,388262,0,1009375,2021,1.70817690122334,0.0149107471376654
234,120732,DELRAY BEACH,51,FL,12,505647,0,0,0,505647,2021,0.412476260833706,0.00380032153067285
235,120738,DELTONA,51,FL,12,595419,0,0,612240,1207659,2021,1.09282421605391,0.00975605978394282
236,120954,FT LAUDERDALE,51,FL,12,1551254,0,714352,7088032,9353638,2021,1.04732515524896,0.00880730427975552
237,120996,FORT PIERCE,52,FL,12,565835,0,0,0,565835,2021,2.54204422698168,0.00551787488773555
238,121008,FORT WALTON BEACH,51,FL,12,166414,0,0,0,166414,2021,0.523512951700287,0.00182589542858089
239,121236,HIALEAH,52,FL,12,2722959,241553,1486784,0,4451296,2021,0.507306078252628,0.00531459741318376
240,121320,HOLLYWOOD,52,FL,12,1220431,0,528410,0,1748841,2021,0.869176433541081,0.00677660627513596
241,121512,JUPITER,51,FL,12,307563,0,0,0,307563,2021,0.893522767865217,0.00558067178640354
242,121572,KISSIMMEE,51,FL,12,757916,0,0,0,757916,2021,1.52395251305136,0.00437127214589053
243,121710,LARGO,51,FL,12,515516,0,0,0,515516,2021,2.09483327219632,0.00468923107786031
244,121728,LAUDERHILL,52,FL,12,772976,0,0,0,772976,2021,0.334891686855626,0.0020056285475332
245,121926,MELBOURNE,51,FL,12,586488,0,0,0,586488,2021,1.58226833676839,0.00851792945789185
246,121968,MIAMI,51,FL,12,5606621,475732,3509757,11924914,21517024,2021,1.23783298209851,0.00854085252628738
247,120234,BOCA RATON,51,FL,12,455133,0,0,0,455133,2021,0.459463609090388,0.00699631654944409
248,120264,BOYNTON BEACH,52,FL,12,573979,0,0,0,573979,2021,0.496987440955029,0.00383102559923097
249,120270,BRADENTON,51,FL,12,432509,0,0,0,432509,2021,1.33816932998496,0.00347153053442234
250,120402,CAPE CORAL,51,FL,12,1055055,0,0,671660,1726715,2021,2.79434439050927,0.0305488874650969
251,120708,DEERFIELD BEACH,51,FL,12,693865,0,0,0,693865,2021,0.314946488251118,0.00380256080171311
252,120966,FT MYERS,51,FL,12,615906,0,0,0,615906,2021,1.14935952662157,0.0095657327482031
